@relation whatever

@attribute obs_lon numeric
@attribute model_lon numeric
@attribute model_lat numeric
@attribute velocity_U numeric
@attribute velocity_V numeric
@attribute wind_U numeric
@attribute wind_V numeric


@data
-0.00471 , -0.008721 , 0.005879 , 0.1104 , 0.0331 , -9.2592 , 6.3719
-0.00707 , -0.007542 , 0.00951 , 0.1219 , 0.1388 , -9.2903 , 6.5514
-0.00822 , -0.00832 , 0.013167 , 0.1368 , 0.2461 , -9.2664 , 6.7632
-0.00752 , -0.00829 , 0.015072 , 0.0620 , 0.2408 , -8.1963 , 7.5914
-0.0091 , -0.010666 , 0.015736 , -0.0116 , 0.2363 , -7.1166 , 8.4528
-0.00899 , -0.012376 , 0.016439 , -0.0845 , 0.2342 , -6.0640 , 9.2900
-0.01011 , -0.01356 , 0.015345 , -0.1046 , 0.1504 , -5.9699 , 9.6608
-0.01229 , -0.013613 , 0.012914 , -0.1272 , 0.0650 , -5.8303 , 9.9930
-0.01245 , -0.014331 , 0.010509 , -0.1496 , -0.0193 , -5.6460 , 10.3551
-0.00952 , -0.012492 , 0.008982 , -0.0677 , -0.0183 , -5.3355 , 9.3783
-0.00461 , -0.008213 , 0.007963 , 0.0139 , -0.0205 , -5.0960 , 8.4156
0.00122 , -0.0047 , 0.006831 , 0.0962 , -0.0255 , -4.9038 , 7.4446
0.00581 , -0.003015 , 0.007121 , 0.1328 , 0.0464 , -4.7531 , 6.4651
0.00791 , -0.000796 , 0.00843 , 0.1679 , 0.1163 , -4.7345 , 5.4273
0.00764 , -8E-05 , 0.009743 , 0.2037 , 0.1887 , -4.6856 , 4.4181
0.00469 , -0.001868 , 0.009452 , 0.1040 , 0.1747 , -4.8056 , 3.3474
0.00159 , -0.005208 , 0.008095 , 0.0028 , 0.1644 , -4.8272 , 2.2769
-0.00248 , -0.009295 , 0.006898 , -0.0991 , 0.1564 , -4.8085 , 1.2853
-0.00888 , -0.011967 , 0.003719 , -0.1396 , 0.0418 , -4.8092 , 0.3122
-0.0134 , -0.012795 , -0.000854 , -0.1797 , -0.0712 , -4.8327 , -0.6608
-0.01453 , -0.01346 , -0.005311 , -0.2186 , -0.1831 , -4.7787 , -1.5850
-0.01115 , -0.011072 , -0.008083 , -0.1314 , -0.2034 , -4.6200 , -2.4505
1E-05 , -0.008022 , -0.009689 , -0.0450 , -0.2270 , -4.3189 , -3.2863
0.00277 , -0.003481 , -0.011301 , 0.0379 , -0.2513 , -4.1102 , -4.1881
0.0038 , -0.000234 , -0.009906 , 0.0927 , -0.1452 , -3.7608 , -4.0627
0.0053 , 0.001264 , -0.006463 , 0.1459 , -0.0394 , -3.5974 , -4.0101
0.00567 , 0.003063 , -0.003093 , 0.1969 , 0.0670 , -3.7812 , -4.0458
0.0049 , 0.001821 , -0.000981 , 0.1115 , 0.1168 , -2.6142 , -4.4463
0.00063 , -0.000283 , 0.000191 , 0.0253 , 0.1654 , -1.4841 , -4.8573
-0.00331 , -0.002381 , 0.001367 , -0.0608 , 0.2139 , -0.3541 , -5.2683
-0.00612 , -0.003657 , -0.000447 , -0.1110 , 0.1132 , 0.7631 , -5.9449
-0.00736 , -0.003613 , -0.004364 , -0.1610 , 0.0130 , 1.8684 , -6.6375
-0.00873 , -0.0041 , -0.008308 , -0.2088 , -0.0891 , 3.0179 , -7.3102
-0.00796 , -0.001711 , -0.010771 , -0.1340 , -0.1278 , 3.1201 , -7.4393
-0.00475 , 0.001504 , -0.012149 , -0.0589 , -0.1668 , 3.2567 , -7.5544
0.00169 , 0.005334 , -0.013428 , 0.0146 , -0.2027 , 3.3788 , -7.6694
0.00903 , 0.007795 , -0.012366 , 0.0933 , -0.1176 , 3.5150 , -7.7704
0.01471 , 0.010967 , -0.009589 , 0.1699 , -0.0289 , 3.6064 , -7.8737
0.01465 , 0.013504 , -0.006654 , 0.2456 , 0.0655 , 3.6839 , -7.9615
0.01238 , 0.013211 , -0.004867 , 0.1651 , 0.0979 , 3.7408 , -8.0353
0.00982 , 0.009303 , -0.00406 , 0.0844 , 0.1251 , 3.7812 , -8.1236
0.0054 , 0.006795 , -0.003363 , 0.0026 , 0.1492 , 3.8062 , -8.2146
0.00121 , 0.003796 , -0.005345 , -0.0683 , 0.0328 , 3.8276 , -8.3171
-0.00212 , 0.001714 , -0.009227 , -0.1389 , -0.0850 , 3.8408 , -8.4192
-0.00354 , -0.001005 , -0.013155 , -0.2069 , -0.2041 , 3.8472 , -8.5290
-0.00274 , 7.4E-05 , -0.015317 , -0.1436 , -0.2284 , 3.8437 , -8.6370
0.00099 , 0.002624 , -0.016167 , -0.0793 , -0.2504 , 3.8221 , -8.7379
0.00725 , 0.005172 , -0.016911 , -0.0144 , -0.2706 , 3.8022 , -8.8329
0.01369 , 0.008596 , -0.014814 , 0.0911 , -0.1454 , 4.6962 , -8.7740
0.01836 , 0.013749 , -0.010765 , 0.1934 , -0.0210 , 5.5810 , -8.7648
0.02095 , 0.018856 , -0.006724 , 0.2946 , 0.1058 , 6.4560 , -8.8071
0.01607 , 0.017818 , -0.004454 , 0.2173 , 0.1508 , 6.5074 , -9.2414
0.011 , 0.015425 , -0.003432 , 0.1375 , 0.1944 , 6.5997 , -9.6198
0.00453 , 0.01156 , -0.002409 , 0.0545 , 0.2365 , 6.6995 , -9.9842
-0.00273 , 0.008257 , -0.004249 , -0.0384 , 0.1147 , 5.9897 , -9.9001
-0.0066 , 0.004397 , -0.008176 , -0.1308 , -0.0097 , 5.2748 , -9.8153
-0.00752 , -0.000129 , -0.012088 , -0.2223 , -0.1359 , 4.5530 , -9.6940
-0.00909 , -0.000915 , -0.014382 , -0.1693 , -0.1779 , 4.3514 , -9.5127
-0.00644 , 0.001637 , -0.015514 , -0.1166 , -0.2174 , 4.1546 , -9.3401
-0.0009 , 0.00342 , -0.016545 , -0.0652 , -0.2540 , 3.9418 , -9.1548
0.00664 , 0.00655 , -0.014571 , 0.0435 , -0.1351 , 3.7376 , -8.9814
0.0114 , 0.009969 , -0.010493 , 0.1516 , -0.0118 , 3.5399 , -8.8184
0.01367 , 0.013414 , -0.006357 , 0.2599 , 0.1133 , 3.3664 , -8.6775
0.01468 , 0.013413 , -0.003948 , 0.1887 , 0.1459 , 3.2211 , -8.5614
0.01023 , 0.009684 , -0.002829 , 0.1172 , 0.1770 , 3.0763 , -8.4433
0.00505 , 0.006654 , -0.001762 , 0.0458 , 0.2065 , 2.9377 , -8.3282
0.00084 , 0.003726 , -0.003871 , -0.0501 , 0.0688 , 2.7988 , -8.2170
-0.00233 , 0.0004 , -0.008263 , -0.1464 , -0.0705 , 2.6551 , -8.1020
-0.00296 , -0.003587 , -0.012692 , -0.2418 , -0.2111 , 2.5105 , -7.9961
-0.00387 , -0.003434 , -0.015132 , -0.1903 , -0.2444 , 2.3708 , -7.9064
0.00173 , -0.002235 , -0.016061 , -0.1390 , -0.2758 , 2.2312 , -7.8146
0.00906 , 0.000351 , -0.016876 , -0.0874 , -0.3035 , 2.0998 , -7.7404
0.01645 , 0.004313 , -0.013791 , 0.0385 , -0.1375 , 2.4440 , -7.2931
0.02378 , 0.008391 , -0.007949 , 0.1642 , 0.0315 , 2.7852 , -6.8622
0.0279 , 0.013956 , -0.002137 , 0.2933 , 0.1977 , 3.1251 , -6.4099
0.02573 , 0.014153 , 0.001248 , 0.2338 , 0.2506 , 3.0732 , -6.4060
0.02513 , 0.010868 , 0.002959 , 0.1705 , 0.3027 , 3.0302 , -6.3735
0.01825 , 0.008238 , 0.004722 , 0.1053 , 0.3559 , 2.9929 , -6.3293
0.00933 , 0.004734 , 0.002618 , -0.0130 , 0.2126 , 2.5331 , -6.5888
0.00324 , -0.00055 , -0.002327 , -0.1313 , 0.0672 , 2.0703 , -6.8517
-0.00323 , -0.005138 , -0.00735 , -0.2495 , -0.0781 , 1.6048 , -7.1317
-0.00595 , -0.005813 , -0.010741 , -0.2095 , -0.1483 , 1.4428 , -7.0123
-0.00623 , -0.003756 , -0.012884 , -0.1698 , -0.2178 , 1.2779 , -6.8928
-0.00624 , -0.003149 , -0.014925 , -0.1328 , -0.2849 , 1.1117 , -6.7733
-0.00102 , 0.000964 , -0.013008 , -0.0031 , -0.1454 , 0.9537 , -6.6335
0.00408 , 0.00453 , -0.008245 , 0.1244 , -0.0005 , 0.7977 , -6.4995
0.00794 , 0.009411 , -0.003336 , 0.2514 , 0.1470 , 0.6520 , -6.3510
0.00971 , 0.009665 , -0.000346 , 0.2069 , 0.1933 , 0.5125 , -6.2023
0.00693 , 0.007838 , 0.001219 , 0.1658 , 0.2367 , 0.3709 , -6.0608
-0.00129 , 0.005523 , 0.003179 , 0.1254 , 0.2815 , 0.2396 , -5.9281
-0.01113 , -0.012798 , 0.002159 , -0.1234 , -0.0708 , -6.1225 , 3.3513
-0.01129 , -0.012774 , -0.000107 , -0.1032 , -0.1325 , -6.7701 , 3.1275
-0.01063 , -0.010993 , 0.000216 , -0.0154 , -0.0695 , -7.1227 , 3.2272
-0.00567 , -0.008549 , 0.002333 , 0.0727 , -0.0069 , -7.4649 , 3.3273
-0.00213 , -0.005351 , 0.004389 , 0.1612 , 0.0557 , -7.7944 , 3.4455
-0.00063 , -0.004614 , 0.006871 , 0.1441 , 0.1407 , -8.1008 , 3.5250
-0.0023 , -0.006361 , 0.009648 , 0.1272 , 0.2249 , -8.3910 , 3.5666
-0.00643 , -0.0074 , 0.012382 , 0.1112 , 0.3081 , -8.7047 , 3.6312
-0.00836 , -0.010438 , 0.01241 , 0.0104 , 0.2455 , -9.0360 , 3.7031
-0.01095 , -0.014981 , 0.010579 , -0.0929 , 0.1871 , -9.3597 , 3.7563
-0.01641 , -0.019592 , 0.00886 , -0.1980 , 0.1316 , -9.6770 , 3.7954
-0.0211 , -0.021267 , 0.006286 , -0.2079 , 0.0289 , -9.9946 , 3.8791
-0.02248 , -0.021269 , 0.003142 , -0.2167 , -0.0706 , -10.2892 , 3.9750
-0.02001 , -0.021798 , 0.000142 , -0.2222 , -0.1671 , -10.5513 , 4.1001
-0.01665 , -0.019527 , -0.000564 , -0.1117 , -0.1422 , -10.7833 , 4.2246
-0.01186 , -0.015389 , 0.000371 , 0.0003 , -0.1207 , -11.0123 , 4.3280
-0.00697 , -0.011271 , 0.001142 , 0.1057 , -0.0964 , -11.2298 , 4.4395
-0.00203 , -0.009264 , 0.003942 , 0.1381 , 0.0198 , -10.9538 , 5.1282
-0.00301 , -0.008313 , 0.00818 , 0.1719 , 0.1337 , -10.7202 , 5.7549
-0.00364 , -0.006567 , 0.012298 , 0.2098 , 0.2424 , -10.4859 , 6.3896
-0.00681 , -0.007058 , 0.014146 , 0.1216 , 0.2537 , -9.3328 , 6.3483
-0.01062 , -0.010026 , 0.014357 , 0.0301 , 0.2661 , -8.1731 , 6.1964
-0.0155 , -0.01241 , 0.014456 , -0.0635 , 0.2792 , -6.9944 , 5.8318
-0.01952 , -0.01331 , 0.012651 , -0.1010 , 0.1866 , -6.5629 , 5.6170
-0.02122 , -0.014403 , 0.009615 , -0.1405 , 0.0968 , -6.0957 , 5.4733
-0.02115 , -0.014842 , 0.006702 , -0.1828 , 0.0098 , -5.6805 , 5.3261
-0.01849 , -0.012992 , 0.004654 , -0.0803 , -0.0130 , -5.8130 , 4.5399
-0.01072 , -0.008378 , 0.003038 , 0.0208 , -0.0401 , -5.9596 , 3.7776
-0.00072 , -0.004359 , 0.001439 , 0.1248 , -0.0700 , -6.0945 , 3.1357
0.00406 , -0.002344 , 0.00157 , 0.1778 , -0.0047 , -6.2318 , 2.4802
0.0068 , 0.000248 , 0.002969 , 0.2277 , 0.0599 , -6.3989 , 1.7322
0.00603 , 0.00139 , 0.004387 , 0.2803 , 0.1262 , -6.5409 , 1.0745
-6E-05 , -0.000929 , 0.00494 , 0.1546 , 0.1411 , -6.7185 , 0.3508
-0.00963 , -0.006253 , 0.004794 , 0.0281 , 0.1594 , -6.9030 , -0.3567
-0.01784 , -0.011648 , 0.004771 , -0.1001 , 0.1797 , -7.0955 , -1.0463
-0.0236 , -0.015001 , 0.00255 , -0.1712 , 0.0810 , -7.2963 , -1.7220
-0.02616 , -0.017666 , -0.001189 , -0.2334 , -0.0161 , -7.4567 , -2.3511
-0.02452 , -0.019343 , -0.004927 , -0.2911 , -0.1114 , -7.6183 , -2.9851
-0.0214 , -0.017758 , -0.007932 , -0.1809 , -0.1712 , -7.7256 , -3.6016
-0.01627 , -0.012741 , -0.010442 , -0.0747 , -0.2299 , -7.8268 , -4.2383
-0.01022 , -0.007835 , -0.012969 , 0.0301 , -0.2883 , -7.8658 , -4.8936
-0.00557 , -0.004872 , -0.012393 , 0.1020 , -0.2079 , -7.3375 , -4.6799
-0.00274 , -0.001658 , -0.009529 , 0.1697 , -0.1241 , -6.9087 , -4.4866
0.0001 , 0.000745 , -0.006555 , 0.2360 , -0.0384 , -6.5106 , -4.3022
-0.00181 , -1.8E-05 , -0.003908 , 0.1391 , 0.0467 , -5.1371 , -4.6486
-0.00609 , -0.001539 , -0.001577 , 0.0414 , 0.1282 , -3.7958 , -4.9868
-0.00871 , -0.004577 , 0.000682 , -0.0549 , 0.2099 , -2.4015 , -5.3273
-0.01179 , -0.006388 , -0.000236 , -0.1225 , 0.1327 , -1.3509 , -6.0575
-0.01195 , -0.007813 , -0.003402 , -0.1891 , 0.0567 , -0.3054 , -6.7895
-0.0126 , -0.008411 , -0.006567 , -0.2550 , -0.0181 , 0.7350 , -7.5233
-0.01197 , -0.00591 , -0.009274 , -0.1686 , -0.0871 , 1.1016 , -7.6528
-0.00953 , -0.002028 , -0.011606 , -0.0832 , -0.1559 , 1.4961 , -7.7683
-0.00338 , 0.002491 , -0.013823 , 0.0001 , -0.2212 , 1.8758 , -7.8755
0.00304 , 0.005516 , -0.013663 , 0.0822 , -0.1635 , 2.2639 , -7.9835
0.00822 , 0.009284 , -0.011741 , 0.1659 , -0.1020 , 2.6000 , -8.0839
0.01122 , 0.013088 , -0.009628 , 0.2496 , -0.0341 , 2.9058 , -8.1687
0.0114 , 0.012357 , -0.007483 , 0.1583 , 0.0332 , 3.1882 , -8.2553
0.00917 , 0.009141 , -0.005609 , 0.0723 , 0.0956 , 3.4336 , -8.3343
0.0064 , 0.005913 , -0.003871 , -0.0156 , 0.1518 , 3.6718 , -8.4341
0.00172 , 0.002784 , -0.004951 , -0.0977 , 0.0615 , 3.8973 , -8.5349
-0.00114 , -0.000274 , -0.00805 , -0.1806 , -0.0311 , 4.1098 , -8.6368
-0.00364 , -0.002581 , -0.011203 , -0.2630 , -0.1250 , 4.3189 , -8.7479
-0.00186 , -0.001268 , -0.013593 , -0.1895 , -0.1778 , 4.5132 , -8.8683
0.00275 , 0.0018 , -0.015362 , -0.1179 , -0.2293 , 4.6568 , -8.9828
0.00903 , 0.004802 , -0.01708 , -0.0470 , -0.2786 , 4.7741 , -9.0965
0.01671 , 0.008976 , -0.015725 , 0.0619 , -0.1811 , 5.3128 , -8.6706
0.02341 , 0.013288 , -0.012152 , 0.1691 , -0.0821 , 5.9202 , -8.2888
0.02585 , 0.017618 , -0.008536 , 0.2743 , 0.0192 , 6.6063 , -7.9389
0.02497 , 0.017929 , -0.005816 , 0.1957 , 0.0977 , 6.6720 , -8.4855
0.01985 , 0.014846 , -0.003827 , 0.1170 , 0.1761 , 6.7335 , -9.0218
0.01152 , 0.011059 , -0.001857 , 0.0392 , 0.2516 , 6.7821 , -9.5445
0.00445 , 0.007751 , -0.00318 , -0.0574 , 0.1496 , 6.0676 , -9.8766
-0.00112 , 0.003036 , -0.006947 , -0.1531 , 0.0423 , 5.3604 , -10.2220
-0.00609 , -0.000917 , -0.010794 , -0.2485 , -0.0660 , 4.6447 , -10.5416
-0.00601 , -0.001001 , -0.013522 , -0.1981 , -0.1387 , 4.5280 , -10.3251
-0.00415 , 0.000287 , -0.015354 , -0.1449 , -0.2022 , 4.4063 , -10.0985
0.00044 , 0.003045 , -0.017165 , -0.0910 , -0.2626 , 4.2782 , -9.8923
0.00712 , 0.006577 , -0.016019 , 0.0317 , -0.1692 , 4.1425 , -9.6783
0.01143 , 0.011137 , -0.012763 , 0.1502 , -0.0736 , 4.0029 , -9.4780
0.01578 , 0.014205 , -0.009363 , 0.2668 , 0.0279 , 3.8513 , -9.2744
0.01636 , 0.014432 , -0.006584 , 0.2011 , 0.0922 , 3.7038 , -9.0909
0.0119 , 0.011602 , -0.004415 , 0.1354 , 0.1545 , 3.5539 , -8.9060
0.00827 , 0.008742 , -0.002285 , 0.0684 , 0.2155 , 3.4022 , -8.7226
0.00194 , 0.004257 , -0.003507 , -0.0373 , 0.0991 , 3.2489 , -8.5429
-0.00279 , 0.001257 , -0.007146 , -0.1431 , -0.0183 , 3.1042 , -8.3686
-0.00618 , -0.003107 , -0.010843 , -0.2466 , -0.1384 , 2.9377 , -8.1936
-0.00458 , -0.003883 , -0.013409 , -0.1984 , -0.1977 , 2.7681 , -8.0251
-0.00338 , -0.001435 , -0.015116 , -0.1495 , -0.2545 , 2.5968 , -7.8702
0.00163 , 0.000324 , -0.016773 , -0.1000 , -0.3111 , 2.4077 , -7.7186
0.00839 , 0.003565 , -0.014687 , 0.0308 , -0.1755 , 2.6246 , -7.3463
0.01525 , 0.009029 , -0.00988 , 0.1600 , -0.0389 , 2.8702 , -6.9478
0.01915 , 0.013849 , -0.005009 , 0.2889 , 0.1001 , 3.1331 , -6.5354
0.02034 , 0.014105 , -0.001304 , 0.2315 , 0.1884 , 3.1036 , -6.4901
0.0168 , 0.011642 , 0.001533 , 0.1707 , 0.2750 , 3.0686 , -6.4497
0.01222 , 0.008384 , 0.00438 , 0.1080 , 0.3615 , 3.0319 , -6.3989
0.00462 , 0.004767 , 0.003133 , -0.0153 , 0.2409 , 2.5413 , -6.6874
-0.00198 , -0.000775 , -0.00108 , -0.1392 , 0.1192 , 2.0448 , -6.9942
-0.00669 , -0.005583 , -0.005337 , -0.2625 , -0.0018 , 1.5464 , -7.3211
-0.01006 , -0.007091 , -0.008808 , -0.2242 , -0.0956 , 1.3538 , -7.1537
-0.00947 , -0.005101 , -0.011647 , -0.1856 , -0.1870 , 1.1603 , -7.0027
-0.00487 , -0.003123 , -0.014394 , -0.1484 , -0.2776 , 0.9766 , -6.8280
0.00082 , -0.000252 , -0.013372 , -0.0132 , -0.1708 , 0.8050 , -6.6336
0.00903 , 0.004879 , -0.009657 , 0.1209 , -0.0618 , 0.6248 , -6.4363
0.01445 , 0.00929 , -0.00586 , 0.2544 , 0.0504 , 0.4337 , -6.2298
0.01609 , 0.010378 , -0.002697 , 0.2139 , 0.1276 , 0.2427 , -6.0248
0.0146 , 0.007865 , -5.5E-05 , 0.1743 , 0.2037 , 0.0603 , -5.8170
0.00892 , 0.005451 , 0.002812 , 0.1353 , 0.2784 , -0.1231 , -5.6132
0.00191 , 0.002253 , 0.001766 , 0.0053 , 0.1527 , -0.3177 , -5.4149
-0.00478 , -0.003226 , -0.002115 , -0.1257 , 0.0265 , -0.5128 , -5.2274
-0.00932 , -0.007969 , -0.006009 , -0.2564 , -0.0983 , -0.7160 , -5.0404
-0.01165 , -0.008878 , -0.009083 , -0.2244 , -0.1824 , -0.9126 , -4.8551
-0.00389 , -9.8E-05 , -0.004476 , 0.0526 , -0.1206 , -1.6226 , 0.8226
-0.00167 , 0.000357 , -0.001117 , 0.1013 , -0.0202 , -2.3704 , 0.9125
0.00172 , 0.001479 , 0.00226 , 0.1509 , 0.0805 , -3.0649 , 1.0405
0.00116 , -1.6E-05 , 0.00574 , 0.1166 , 0.1873 , -3.7593 , 1.1685
-0.00305 , -0.00291 , 0.00932 , 0.0805 , 0.2938 , -4.4147 , 1.3191
-0.00483 , -0.005179 , 0.012955 , 0.0435 , 0.4016 , -5.0549 , 1.4764
-0.0074 , -0.008326 , 0.0126 , -0.0106 , 0.2946 , -5.7607 , 1.6260
-0.01104 , -0.009957 , 0.009148 , -0.0606 , 0.1846 , -6.4902 , 1.7816
-0.01315 , -0.013079 , 0.005347 , -0.1189 , 0.0672 , -7.2132 , 1.8980
-0.01287 , -0.014492 , 0.000946 , -0.1227 , -0.0879 , -7.9960 , 2.0299
-0.01429 , -0.015905 , -0.003716 , -0.1336 , -0.2332 , -8.7344 , 2.1495
-0.01334 , -0.016341 , -0.008168 , -0.1522 , -0.3776 , -9.4684 , 2.2848
-0.01104 , -0.017332 , -0.007799 , -0.1084 , -0.2804 , -10.1796 , 2.4453
-0.00824 , -0.016086 , -0.003933 , -0.0579 , -0.1688 , -10.8391 , 2.6124
-0.00622 , -0.01499 , -0.000252 , -0.0011 , -0.0541 , -11.4513 , 2.7963
-0.00563 , -0.013318 , 0.004297 , 0.0479 , 0.1064 , -11.4561 , 3.5890
-0.00415 , -0.011728 , 0.009652 , 0.1051 , 0.2460 , -11.4463 , 4.3435
-0.00492 , -0.009864 , 0.015406 , 0.1521 , 0.3995 , -11.4365 , 5.0640
-0.00575 , -0.010599 , 0.016703 , 0.0763 , 0.3362 , -10.6174 , 5.2659
-0.0074 , -0.012943 , 0.01481 , -0.0014 , 0.2688 , -9.8212 , 5.4892
-0.00959 , -0.015349 , 0.012965 , -0.0947 , 0.2047 , -9.0397 , 5.7402
-0.01255 , -0.017857 , 0.009831 , -0.1517 , 0.0674 , -8.4239 , 5.9654
-0.01624 , -0.018896 , 0.005917 , -0.2138 , -0.0626 , -7.8665 , 6.2119
-0.01836 , -0.020349 , 0.002198 , -0.2661 , -0.1864 , -7.3493 , 6.4990
-0.01881 , -0.017173 , 0.001398 , -0.1486 , -0.1290 , -7.0665 , 5.8466
-0.0139 , -0.011708 , 0.00224 , -0.0209 , -0.0813 , -6.7716 , 5.1859
-0.0063 , -0.007098 , 0.002875 , 0.1034 , -0.0407 , -6.4900 , 4.5058
0.00147 , -0.003251 , 0.004824 , 0.1685 , 0.0708 , -6.2776 , 3.7660
0.00509 , -0.000454 , 0.007825 , 0.2350 , 0.1849 , -6.0841 , 3.0093
0.00501 , 0.001587 , 0.010951 , 0.2972 , 0.3063 , -5.9221 , 2.2529
0.00191 , -0.000515 , 0.010983 , 0.1608 , 0.2548 , -5.8692 , 1.4622
-0.00366 , -0.006028 , 0.00869 , 0.0197 , 0.2094 , -5.8710 , 0.6687
-0.01091 , -0.010266 , 0.006309 , -0.1124 , 0.1665 , -5.8698 , -0.1063
-0.0194 , -0.012926 , 0.001496 , -0.1755 , 0.0076 , -5.7739 , -0.8647
-0.02404 , -0.015422 , -0.004178 , -0.2427 , -0.1590 , -5.6211 , -1.6459
-0.024 , -0.019112 , -0.009094 , -0.3361 , -0.2859 , -5.3762 , -2.4210
-0.01907 , -0.0152 , -0.010996 , -0.1780 , -0.2251 , -5.1465 , -3.2199
-0.01356 , -0.007963 , -0.011091 , -0.0005 , -0.2188 , -4.6824 , -3.9607
-0.01348 , -0.007311 , 0.003158 , -0.0819 , 0.0211 , -3.7200 , 1.4348
-0.01412 , -0.009546 , 0.000717 , -0.1275 , -0.0606 , -3.5376 , 1.6167
-0.01303 , -0.008336 , -0.001615 , -0.0938 , -0.0996 , -3.5704 , 0.7039
-0.0091 , -0.007959 , -0.003786 , -0.0664 , -0.1388 , -3.6230 , -0.2593
-0.00499 , -0.006426 , -0.005891 , -0.0383 , -0.1760 , -3.6861 , -1.1852
-0.00377 , -0.004662 , -0.004835 , 0.0342 , -0.0855 , -4.2647 , -0.8417
-0.00036 , -0.002038 , -0.001561 , 0.1131 , 0.0045 , -4.7162 , -0.5100
0.00199 , -0.000575 , 0.001684 , 0.1946 , 0.0985 , -5.1985 , -0.1562
0.00058 , -1.8E-05 , 0.004084 , 0.1545 , 0.1440 , -5.6578 , 0.1613
-0.0025 , -0.003484 , 0.005947 , 0.1140 , 0.1914 , -6.1076 , 0.4874
-0.00578 , -0.004929 , 0.007799 , 0.0760 , 0.2389 , -6.6017 , 0.8256
-0.01051 , -0.008272 , 0.006995 , -0.0186 , 0.1452 , -7.0592 , 1.1491
-0.01435 , -0.012577 , 0.004271 , -0.1104 , 0.0498 , -7.5502 , 1.5129
-0.01729 , -0.016379 , 0.00148 , -0.2061 , -0.0463 , -8.0294 , 1.8743
-0.01955 , -0.018479 , -0.000836 , -0.2020 , -0.1202 , -8.4722 , 2.2697
-0.02157 , -0.018878 , -0.002692 , -0.2010 , -0.1906 , -8.8794 , 2.6710
-0.0196 , -0.018707 , -0.004542 , -0.2020 , -0.2599 , -9.2448 , 3.1026
-0.01621 , -0.016721 , -0.003342 , -0.1015 , -0.1691 , -9.5518 , 3.5306
-0.01751 , -0.01358 , 6.4E-05 , 0.0002 , -0.0758 , -9.8190 , 3.9683
-0.01154 , -0.010431 , 0.003434 , 0.1032 , 0.0176 , -10.0629 , 4.3759
-0.00676 , -0.008413 , 0.007017 , 0.1232 , 0.1196 , -10.0625 , 4.9196
-0.00831 , -0.008353 , 0.010804 , 0.1417 , 0.2216 , -10.0991 , 5.4483
-0.01047 , -0.008364 , 0.014641 , 0.1596 , 0.3229 , -10.1411 , 6.0002
-0.01299 , -0.008811 , 0.01532 , 0.0692 , 0.2568 , -9.1060 , 6.4504
-0.01597 , -0.011761 , 0.01372 , -0.0193 , 0.1944 , -8.0137 , 6.8932
-0.01732 , -0.01339 , 0.012156 , -0.1096 , 0.1351 , -6.9108 , 7.2662
-0.01947 , -0.014677 , 0.00983 , -0.1302 , 0.0391 , -6.7279 , 7.4741
-0.02046 , -0.014687 , 0.006959 , -0.1515 , -0.0581 , -6.5648 , 7.7368
-0.01861 , -0.01545 , 0.004124 , -0.1739 , -0.1545 , -6.4310 , 8.0135
-0.01428 , -0.012233 , 0.003631 , -0.0777 , -0.1009 , -5.5892 , 7.5146
-0.00803 , -0.007949 , 0.004752 , 0.0213 , -0.0489 , -4.7405 , 6.9919
-0.00091 , -0.003022 , 0.005841 , 0.1185 , 0.0011 , -3.8908 , 6.4247
0.00429 , -3.7E-05 , 0.007627 , 0.1617 , 0.0916 , -3.0402 , 5.7931
0.00505 , 0.002737 , 0.009937 , 0.2053 , 0.1824 , -2.1961 , 5.1348
0.00436 , 0.005603 , 0.012257 , 0.2511 , 0.2749 , -1.3559 , 4.4785
0.0001 , 0.0047 , 0.011525 , 0.1370 , 0.2050 , -0.5212 , 3.8105
-0.00447 , 0.001751 , 0.008674 , 0.0224 , 0.1367 , 0.3092 , 3.1526
-0.00826 , -0.001902 , 0.005876 , -0.0919 , 0.0691 , 1.0986 , 2.5223
-0.01345 , -0.003697 , 0.001803 , -0.1263 , -0.0662 , 1.8779 , 1.8890
-0.01726 , -0.002735 , -0.003165 , -0.1616 , -0.2016 , 2.6478 , 1.2490
-0.00842 , -0.002986 , -0.008079 , -0.1949 , -0.3373 , 3.5485 , 0.6950
-0.00099 , 0.000672 , -0.009611 , -0.0932 , -0.2939 , 4.4630 , 0.1324
0.00481 , 0.005817 , -0.008784 , 0.0096 , -0.2511 , 5.3993 , -0.3962
0.01199 , 0.010322 , -0.00792 , 0.1132 , -0.2077 , 6.2674 , -0.9305
